"","x"
"CELL1657_N1_3T26-2-210413","OPC_21_OPC_OPC"
"CELL1153_N1_3T26-2-210413","OPC_21_OPC_OPC"
"CELL622_N1_3T26-2-210413","Glu_4_CA_GRIA4"
"CELL696_N1_3T26-2-210413","Glu_18_CA_NPNT"
"CELL1128_N1_3T26-2-210413","Glu_1_Dg_PPP3CA"
"CELL76_N2_3T26-2-210413","Glu_17_CA_CPLX3"
"CELL1054_N1_3T26-2-210413","Glu_4_CA_GRIA4"
"CELL565_N1_3T26-2-210413","Glu_17_CA_CPLX3"
"CELL5_N4_3T26-2-210413","Glu_8_CA_PDE1C"
"CELL335_N2_3T26-2-210413","Glu_8_CA_PDE1C"
"CELL630_N1_3T26-2-210413","Glu_17_CA_CPLX3"
"CELL1822_N1_3T26-2-210413","Glu_6_CA_CA2"
"CELL1249_N1_3T26-2-210413","Glu_6_CA_CA2"
"CELL1274_N1_3T26-2-210413","Glu_10_CA_ALK"
"CELL599_N1_3T26-2-210413","Glu_17_CA_CPLX3"
"CELL2009_N1_3T26-2-210413","Glu_9_CA_AADAT"
"CELL184_N2_3T26-2-210413","Glu_9_CA_AADAT"
"CELL1773_N1_3T26-2-210413","Glu_6_CA_CA2"
"CELL1033_N1_3T26-2-210413","Glu_18_CA_NPNT"
"CELL340_N2_3T26-2-210413","GABA_10_Lamp5_CA8"
"CELL355_N2_3T26-2-210413","Glu_0_Dg_PCDH15"
"CELL1601_N1_3T26-2-210413","Glu_4_CA_GRIA4"
"CELL1628_N1_3T26-2-210413","Glu_8_CA_PDE1C"
"CELL1294_N1_3T26-2-210413","Glu_8_CA_PDE1C"
"CELL1843_N1_3T26-2-210413","GABA_1_Lamp5_NWD2"
"CELL1635_N1_3T26-2-210413","Glu_1_Dg_PPP3CA"
"CELL1559_N1_3T26-2-210413","Glu_9_CA_AADAT"
"CELL1133_N1_3T26-2-210413","Glu_1_Dg_PPP3CA"
"CELL1672_N1_3T26-2-210413","Glu_11_CA_THEMIS"
"CELL1585_N1_3T26-2-210413","Glu_1_Dg_PPP3CA"
"CELL2076_N1_3T26-2-210413","GABA_11_Pvalb_TRDN"
"CELL754_N1_3T26-2-210413","Glu_11_CA_THEMIS"
"CELL897_N1_3T26-2-210413","Glu_8_CA_PDE1C"
"CELL934_N1_3T26-2-210413","Glu_16_CA_TRPC3"
"CELL217_N2_3T26-2-210413","Glu_4_CA_GRIA4"
"CELL827_N1_3T26-2-210413","Glu_17_CA_CPLX3"
"CELL2183_N1_3T26-2-210413","Glu_10_CA_ALK"
"CELL1152_N1_3T26-2-210413","Glu_1_Dg_PPP3CA"
"CELL1539_N1_3T26-2-210413","Glu_7_CA_PRKCG"
"CELL1621_N1_3T26-2-210413","GABA_5_Vip_FAT3"
"CELL2069_N1_3T26-2-210413","Glu_9_CA_AADAT"
"CELL1138_N1_3T26-2-210413","Glu_2_Dg_AKAP13"
"CELL945_N1_3T26-2-210413","Glu_9_CA_AADAT"
"CELL1282_N1_3T26-2-210413","Glu_17_CA_CPLX3"
"CELL2008_N1_3T26-2-210413","Glu_9_CA_AADAT"
"CELL575_N1_3T26-2-210413","Glu_1_Dg_PPP3CA"
"CELL1948_N1_3T26-2-210413","OPC_21_OPC_OPC"
"CELL904_N1_3T26-2-210413","GABA_3_Pvalb_PDGFC"
"CELL1416_N1_3T26-2-210413","Glu_2_Dg_AKAP13"
"CELL1360_N1_3T26-2-210413","Glu_2_Dg_AKAP13"
"CELL834_N1_3T26-2-210413","GABA_0_Sst_TRHDE"
"CELL995_N1_3T26-2-210413","Glu_1_Dg_PPP3CA"
"CELL1172_N1_3T26-2-210413","Glu_4_CA_GRIA4"
"CELL1469_N1_3T26-2-210413","Glu_19_CA_HHIP"
"CELL711_N1_3T26-2-210413","Glu_8_CA_PDE1C"
"CELL2204_N1_3T26-2-210413","GABA_3_Pvalb_PDGFC"
"CELL201_N2_3T26-2-210413","Glu_17_CA_CPLX3"
"CELL932_N1_3T26-2-210413","Glu_1_Dg_PPP3CA"
"CELL1433_N1_3T26-2-210413","Glu_10_CA_ALK"
"CELL645_N1_3T26-2-210413","Glu_1_Dg_PPP3CA"
"CELL1300_N1_3T26-2-210413","Glu_1_Dg_PPP3CA"
"CELL2040_N1_3T26-2-210413","Glu_12_CA_NNAT"
"CELL1612_N1_3T26-2-210413","astrocyte_7_astrocyte_astrocyte"
"CELL2034_N1_3T26-2-210413","vas_fib_15_vas_fib_vas_fib"
"CELL1184_N1_3T26-2-210413","Glu_8_CA_PDE1C"
"CELL272_N2_3T26-2-210413","Glu_9_CA_AADAT"
"CELL475_N1_3T26-2-210413","Glu_17_CA_CPLX3"
"CELL499_N1_3T26-2-210413","Glu_2_Dg_AKAP13"
"CELL85_N2_3T26-2-210413","Glu_9_CA_AADAT"
"CELL919_N1_3T26-2-210413","Glu_2_Dg_AKAP13"
"CELL1088_N1_3T26-2-210413","GABA_1_Lamp5_NWD2"
"CELL156_N2_3T26-2-210413","Glu_9_CA_AADAT"
"CELL944_N1_3T26-2-210413","Glu_4_CA_GRIA4"
"CELL1413_N1_3T26-2-210413","GABA_7_Sst_NPY"
"CELL907_N1_3T26-2-210413","Glu_11_CA_THEMIS"
"CELL1950_N1_3T26-2-210413","Glu_2_Dg_AKAP13"
"CELL1488_N1_3T26-2-210413","Glu_7_CA_PRKCG"
"CELL1283_N1_3T26-2-210413","Glu_2_Dg_AKAP13"
"CELL1344_N1_3T26-2-210413","Glu_1_Dg_PPP3CA"
"CELL2073_N1_3T26-2-210413","GABA_5_Vip_FAT3"
"CELL1174_N1_3T26-2-210413","Glu_1_Dg_PPP3CA"
"CELL1415_N1_3T26-2-210413","Glu_2_Dg_AKAP13"
"CELL1393_N1_3T26-2-210413","Glu_1_Dg_PPP3CA"
"CELL1131_N1_3T26-2-210413","Glu_11_CA_THEMIS"
"CELL689_N1_3T26-2-210413","GABA_4_Cck_CLMP"
"CELL73_N2_3T26-2-210413","Glu_11_CA_THEMIS"
"CELL1992_N1_3T26-2-210413","Glu_11_CA_THEMIS"
"CELL564_N1_3T26-2-210413","Glu_11_CA_THEMIS"
"CELL1758_N1_3T26-2-210413","Glu_1_Dg_PPP3CA"
"CELL1849_N1_3T26-2-210413","Glu_1_Dg_PPP3CA"
"CELL954_N1_3T26-2-210413","Glu_11_CA_THEMIS"
"CELL732_N1_3T26-2-210413","Glu_2_Dg_AKAP13"
"CELL1478_N1_3T26-2-210413","Glu_1_Dg_PPP3CA"
"CELL1304_N1_3T26-2-210413","Glu_6_CA_CA2"
"CELL192_N2_3T26-2-210413","Glu_6_CA_CA2"
"CELL1215_N1_3T26-2-210413","Glu_9_CA_AADAT"
"CELL2134_N1_3T26-2-210413","Glu_8_CA_PDE1C"
"CELL117_N2_3T26-2-210413","Glu_11_CA_THEMIS"
"CELL1581_N1_3T26-2-210413","GABA_5_Vip_FAT3"
"CELL1196_N1_3T26-2-210413","GABA_6_Vip_CBLN2"
"CELL1597_N1_3T26-2-210413","Glu_2_Dg_AKAP13"
"CELL1735_N1_3T26-2-210413","Glu_2_Dg_AKAP13"
"CELL512_N1_3T26-2-210413","Glu_7_CA_PRKCG"
"CELL188_N3_3T26-2-210413","Glu_19_CA_HHIP"
"CELL949_N1_3T26-2-210413","Glu_15_CA_ABI3BP"
"CELL828_N1_3T26-2-210413","Glu_18_CA_NPNT"
"CELL656_N1_3T26-2-210413","Glu_18_CA_NPNT"
"CELL713_N1_3T26-2-210413","Glu_2_Dg_AKAP13"
"CELL1404_N1_3T26-2-210413","Glu_1_Dg_PPP3CA"
"CELL1646_N1_3T26-2-210413","Glu_6_CA_CA2"
"CELL1762_N1_3T26-2-210413","GABA_5_Vip_FAT3"
"CELL2160_N1_3T26-2-210413","GABA_5_Vip_FAT3"
"CELL2184_N1_3T26-2-210413","vas_fib_15_vas_fib_vas_fib"
"CELL807_N1_3T26-2-210413","Glu_6_CA_CA2"
"CELL546_N1_3T26-2-210413","Glu_6_CA_CA2"
"CELL370_N2_3T26-2-210413","Glu_2_Dg_AKAP13"
"CELL1398_N1_3T26-2-210413","GABA_2_Pvalb_PLCL1"
"CELL1090_N1_3T26-2-210413","Glu_16_CA_TRPC3"
"CELL1267_N1_3T26-2-210413","Glu_10_CA_ALK"
"CELL1837_N1_3T26-2-210413","Glu_1_Dg_PPP3CA"
"CELL1680_N1_3T26-2-210413","Glu_0_Dg_PCDH15"
"CELL1016_N1_3T26-2-210413","Glu_2_Dg_AKAP13"
"CELL1537_N1_3T26-2-210413","GABA_3_Pvalb_PDGFC"
"CELL768_N1_3T26-2-210413","Glu_2_Dg_AKAP13"
"CELL1977_N1_3T26-2-210413","Glu_4_CA_GRIA4"
"CELL1004_N1_3T26-2-210413","Glu_4_CA_GRIA4"
"CELL1850_N1_3T26-2-210413","Glu_10_CA_ALK"
"CELL1852_N1_3T26-2-210413","vas_fib_15_vas_fib_vas_fib"
"CELL2000_N1_3T26-2-210413","Glu_1_Dg_PPP3CA"
"CELL1230_N1_3T26-2-210413","Glu_11_CA_THEMIS"
"CELL1312_N1_3T26-2-210413","Glu_10_CA_ALK"
"CELL861_N1_3T26-2-210413","Glu_13_CA_NDST4"
"CELL635_N1_3T26-2-210413","Glu_19_CA_HHIP"
"CELL1126_N1_3T26-2-210413","Glu_10_CA_ALK"
"CELL1368_N1_3T26-2-210413","Glu_6_CA_CA2"
"CELL898_N1_3T26-2-210413","Glu_16_CA_TRPC3"
"CELL1109_N1_3T26-2-210413","Glu_1_Dg_PPP3CA"
"CELL1650_N1_3T26-2-210413","Glu_14_Dg_NCDN"
"CELL1739_N1_3T26-2-210413","Glu_6_CA_CA2"
"CELL1162_N1_3T26-2-210413","Glu_16_CA_TRPC3"
"CELL1724_N1_3T26-2-210413","Glu_1_Dg_PPP3CA"
"CELL1487_N1_3T26-2-210413","Glu_2_Dg_AKAP13"
"CELL1605_N1_3T26-2-210413","GABA_6_Vip_CBLN2"
"CELL997_N1_3T26-2-210413","Glu_4_CA_GRIA4"
"CELL1767_N1_3T26-2-210413","Glu_10_CA_ALK"
"CELL1414_N1_3T26-2-210413","Glu_1_Dg_PPP3CA"
"CELL1925_N1_3T26-2-210413","astrocyte_7_astrocyte_astrocyte"
"CELL1634_N1_3T26-2-210413","Glu_1_Dg_PPP3CA"
"CELL1865_N1_3T26-2-210413","astrocyte_7_astrocyte_astrocyte"
"CELL1350_N1_3T26-2-210413","Glu_16_CA_TRPC3"
"CELL737_N1_3T26-2-210413","Glu_11_CA_THEMIS"
"CELL1637_N1_3T26-2-210413","Glu_1_Dg_PPP3CA"
"CELL1302_N1_3T26-2-210413","Glu_3_CA_FREM1"
"CELL1547_N1_3T26-2-210413","Glu_1_Dg_PPP3CA"
"CELL1166_N1_3T26-2-210413","Glu_11_CA_THEMIS"
"CELL1651_N1_3T26-2-210413","Glu_8_CA_PDE1C"
"CELL1961_N1_3T26-2-210413","Glu_1_Dg_PPP3CA"
"CELL1075_N1_3T26-2-210413","Glu_4_CA_GRIA4"
"CELL563_N1_3T26-2-210413","Glu_5_CA_SEMA6D"
"CELL298_N2_3T26-2-210413","Glu_4_CA_GRIA4"
"CELL1871_N1_3T26-2-210413","Glu_1_Dg_PPP3CA"
"CELL1476_N1_3T26-2-210413","Glu_18_CA_NPNT"
"CELL1698_N1_3T26-2-210413","Glu_1_Dg_PPP3CA"
"CELL2136_N1_3T26-2-210413","Glu_16_CA_TRPC3"
"CELL1847_N1_3T26-2-210413","Glu_2_Dg_AKAP13"
"CELL35_N2_3T26-2-210413","Glu_11_CA_THEMIS"
"CELL941_N1_3T26-2-210413","GABA_2_Pvalb_PLCL1"
"CELL441_N1_3T26-2-210413","GABA_2_Pvalb_PLCL1"
"CELL2211_N1_3T26-2-210413","Glu_9_CA_AADAT"
"CELL742_N1_3T26-2-210413","Glu_18_CA_NPNT"
"CELL686_N1_3T26-2-210413","Glu_9_CA_AADAT"
"CELL1431_N1_3T26-2-210413","Glu_1_Dg_PPP3CA"
"CELL17_N2_3T26-2-210413","Glu_8_CA_PDE1C"
"CELL1734_N1_3T26-2-210413","Glu_9_CA_AADAT"
"CELL1098_N1_3T26-2-210413","Glu_1_Dg_PPP3CA"
"CELL1732_N1_3T26-2-210413","GABA_2_Pvalb_PLCL1"
"CELL1077_N1_3T26-2-210413","Glu_9_CA_AADAT"
"CELL257_N2_3T26-2-210413","Glu_1_Dg_PPP3CA"
"CELL1100_N1_3T26-2-210413","Glu_2_Dg_AKAP13"
"CELL969_N1_3T26-2-210413","Glu_1_Dg_PPP3CA"
"CELL648_N1_3T26-2-210413","GABA_9_Pvalb_SNTG2"
"CELL2100_N1_3T26-2-210413","Glu_4_CA_GRIA4"
"CELL677_N1_3T26-2-210413","Glu_4_CA_GRIA4"
"CELL389_N2_3T26-2-210413","Glu_1_Dg_PPP3CA"
"CELL1243_N1_3T26-2-210413","Glu_8_CA_PDE1C"
"CELL1426_N1_3T26-2-210413","Glu_1_Dg_PPP3CA"
"CELL1005_N1_3T26-2-210413","Glu_2_Dg_AKAP13"
"CELL866_N1_3T26-2-210413","Glu_6_CA_CA2"
"CELL902_N1_3T26-2-210413","Glu_6_CA_CA2"
"CELL533_N1_3T26-2-210413","Glu_6_CA_CA2"
"CELL1546_N1_3T26-2-210413","GABA_0_Sst_TRHDE"
"CELL1071_N1_3T26-2-210413","Glu_1_Dg_PPP3CA"
"CELL538_N1_3T26-2-210413","Glu_2_Dg_AKAP13"
"CELL853_N1_3T26-2-210413","Glu_5_CA_SEMA6D"
"CELL1548_N1_3T26-2-210413","Glu_13_CA_NDST4"
"CELL1862_N1_3T26-2-210413","astrocyte_7_astrocyte_astrocyte"
"CELL1297_N1_3T26-2-210413","Glu_17_CA_CPLX3"
"CELL1696_N1_3T26-2-210413","GABA_12_Cck_HCRTR2"
"CELL854_N1_3T26-2-210413","Glu_8_CA_PDE1C"
"CELL942_N1_3T26-2-210413","Glu_17_CA_CPLX3"
"CELL704_N1_3T26-2-210413","Glu_18_CA_NPNT"
"CELL1339_N1_3T26-2-210413","GABA_2_Pvalb_PLCL1"
"CELL1008_N1_3T26-2-210413","Glu_9_CA_AADAT"
"CELL779_N1_3T26-2-210413","Glu_6_CA_CA2"
"CELL1256_N1_3T26-2-210413","Glu_8_CA_PDE1C"
"CELL890_N1_3T26-2-210413","Glu_10_CA_ALK"
"CELL1169_N1_3T26-2-210413","GABA_2_Pvalb_PLCL1"
"CELL911_N1_3T26-2-210413","Glu_5_CA_SEMA6D"
"CELL1362_N1_3T26-2-210413","Glu_5_CA_SEMA6D"
"CELL1907_N1_3T26-2-210413","Glu_5_CA_SEMA6D"
"CELL1248_N1_3T26-2-210413","Glu_17_CA_CPLX3"
"CELL1192_N1_3T26-2-210413","astrocyte_7_astrocyte_astrocyte"
"CELL1789_N1_3T26-2-210413","Glu_2_Dg_AKAP13"
"CELL1270_N1_3T26-2-210413","GABA_4_Cck_CLMP"
"CELL1038_N1_3T26-2-210413","Glu_4_CA_GRIA4"
"CELL573_N1_3T26-2-210413","GABA_1_Lamp5_NWD2"
"CELL1947_N1_3T26-2-210413","Glu_8_CA_PDE1C"
"CELL177_N2_3T26-2-210413","Glu_0_Dg_PCDH15"
"CELL1218_N1_3T26-2-210413","Glu_1_Dg_PPP3CA"
"CELL1779_N1_3T26-2-210413","Glu_1_Dg_PPP3CA"
"CELL958_N1_3T26-2-210413","Glu_4_CA_GRIA4"
"CELL1257_N1_3T26-2-210413","Glu_17_CA_CPLX3"
"CELL964_N1_3T26-2-210413","Glu_1_Dg_PPP3CA"
"CELL1121_N1_3T26-2-210413","GABA_6_Vip_CBLN2"
"CELL1524_N1_3T26-2-210413","Glu_17_CA_CPLX3"
"CELL1836_N1_3T26-2-210413","Glu_2_Dg_AKAP13"
"CELL1725_N1_3T26-2-210413","Glu_1_Dg_PPP3CA"
"CELL1093_N1_3T26-2-210413","Glu_4_CA_GRIA4"
"CELL1397_N1_3T26-2-210413","Glu_4_CA_GRIA4"
"CELL347_N2_3T26-2-210413","Glu_16_CA_TRPC3"
"CELL1792_N1_3T26-2-210413","Glu_8_CA_PDE1C"
"CELL2014_N1_3T26-2-210413","Glu_1_Dg_PPP3CA"
"CELL724_N1_3T26-2-210413","Glu_0_Dg_PCDH15"
"CELL730_N1_3T26-2-210413","Glu_2_Dg_AKAP13"
"CELL1454_N1_3T26-2-210413","Glu_11_CA_THEMIS"
"CELL950_N1_3T26-2-210413","Glu_4_CA_GRIA4"
"CELL2114_N1_3T26-2-210413","astrocyte_7_astrocyte_astrocyte"
"CELL288_N2_3T26-2-210413","Glu_2_Dg_AKAP13"
"CELL1610_N1_3T26-2-210413","Glu_7_CA_PRKCG"
"CELL375_N2_3T26-2-210413","Glu_9_CA_AADAT"
"CELL1379_N1_3T26-2-210413","GABA_4_Cck_CLMP"
"CELL966_N1_3T26-2-210413","Glu_11_CA_THEMIS"
"CELL1846_N1_3T26-2-210413","Glu_1_Dg_PPP3CA"
"CELL1241_N1_3T26-2-210413","Glu_11_CA_THEMIS"
"CELL1034_N1_3T26-2-210413","Glu_10_CA_ALK"
"CELL1287_N1_3T26-2-210413","GABA_8_Lamp5_NMBR"
"CELL1252_N1_3T26-2-210413","Glu_14_Dg_NCDN"
"CELL1037_N1_3T26-2-210413","Glu_17_CA_CPLX3"
"CELL1631_N1_3T26-2-210413","Glu_16_CA_TRPC3"
"CELL806_N1_3T26-2-210413","Glu_10_CA_ALK"
"CELL1043_N1_3T26-2-210413","Glu_1_Dg_PPP3CA"
"CELL851_N1_3T26-2-210413","Glu_0_Dg_PCDH15"
"CELL1242_N1_3T26-2-210413","Glu_6_CA_CA2"
"CELL206_N2_3T26-2-210413","Glu_1_Dg_PPP3CA"
"CELL1664_N1_3T26-2-210413","Glu_1_Dg_PPP3CA"
"CELL1010_N1_3T26-2-210413","Glu_1_Dg_PPP3CA"
"CELL1568_N1_3T26-2-210413","Glu_4_CA_GRIA4"
"CELL1747_N1_3T26-2-210413","Glu_3_CA_FREM1"
"CELL1777_N1_3T26-2-210413","astrocyte_7_astrocyte_astrocyte"
"CELL1624_N1_3T26-2-210413","Glu_2_Dg_AKAP13"
"CELL1203_N1_3T26-2-210413","Glu_9_CA_AADAT"
"CELL974_N1_3T26-2-210413","astrocyte_7_astrocyte_astrocyte"
"CELL1017_N1_3T26-2-210413","Glu_2_Dg_AKAP13"
"CELL218_N2_3T26-2-210413","Glu_1_Dg_PPP3CA"
"CELL1147_N1_3T26-2-210413","Glu_16_CA_TRPC3"
"CELL1740_N1_3T26-2-210413","Glu_2_Dg_AKAP13"
"CELL72_N2_3T26-2-210413","astrocyte_7_astrocyte_astrocyte"
"CELL2019_N1_3T26-2-210413","Glu_4_CA_GRIA4"
"CELL1193_N1_3T26-2-210413","Glu_4_CA_GRIA4"
"CELL2102_N1_3T26-2-210413","Glu_16_CA_TRPC3"
"CELL1029_N1_3T26-2-210413","GABA_3_Pvalb_PDGFC"
"CELL825_N1_3T26-2-210413","Glu_4_CA_GRIA4"
"CELL1136_N1_3T26-2-210413","Glu_11_CA_THEMIS"
"CELL1810_N1_3T26-2-210413","Glu_8_CA_PDE1C"
"CELL1335_N1_3T26-2-210413","GABA_6_Vip_CBLN2"
"CELL1135_N1_3T26-2-210413","Glu_1_Dg_PPP3CA"
"CELL489_N1_3T26-2-210413","Glu_11_CA_THEMIS"
"CELL775_N1_3T26-2-210413","Glu_7_CA_PRKCG"
"CELL757_N1_3T26-2-210413","Glu_7_CA_PRKCG"
"CELL588_N1_3T26-2-210413","GABA_2_Pvalb_PLCL1"
"CELL479_N1_3T26-2-210413","Glu_11_CA_THEMIS"
"CELL824_N1_3T26-2-210413","GABA_0_Sst_TRHDE"
"CELL1587_N1_3T26-2-210413","Glu_1_Dg_PPP3CA"
"CELL1051_N1_3T26-2-210413","Glu_1_Dg_PPP3CA"
"CELL1502_N1_3T26-2-210413","Glu_11_CA_THEMIS"
"CELL2_N2_3T26-2-210413","Glu_1_Dg_PPP3CA"
"CELL61_N2_3T26-2-210413","Glu_18_CA_NPNT"
"CELL305_N3_3T26-2-210413","Glu_1_Dg_PPP3CA"
"CELL1534_N1_3T26-2-210413","Glu_5_CA_SEMA6D"
"CELL694_N1_3T26-2-210413","Glu_18_CA_NPNT"
"CELL1041_N1_3T26-2-210413","Glu_6_CA_CA2"
"CELL620_N1_3T26-2-210413","Glu_4_CA_GRIA4"
"CELL1671_N1_3T26-2-210413","Glu_4_CA_GRIA4"
"CELL1971_N1_3T26-2-210413","Glu_11_CA_THEMIS"
"CELL1299_N1_3T26-2-210413","Glu_18_CA_NPNT"
"CELL594_N1_3T26-2-210413","Glu_4_CA_GRIA4"
"CELL1508_N1_3T26-2-210413","GABA_0_Sst_TRHDE"
"CELL1883_N1_3T26-2-210413","Glu_1_Dg_PPP3CA"
"CELL60_N2_3T26-2-210413","GABA_1_Lamp5_NWD2"
"CELL1736_N1_3T26-2-210413","Glu_1_Dg_PPP3CA"
"CELL1118_N1_3T26-2-210413","Glu_2_Dg_AKAP13"
"CELL1962_N1_3T26-2-210413","GABA_6_Vip_CBLN2"
"CELL1455_N1_3T26-2-210413","Glu_10_CA_ALK"
"CELL1001_N1_3T26-2-210413","Glu_5_CA_SEMA6D"
"CELL1315_N1_3T26-2-210413","GABA_10_Lamp5_CA8"
"CELL2203_N1_3T26-2-210413","astrocyte_7_astrocyte_astrocyte"
"CELL1935_N1_3T26-2-210413","astrocyte_7_astrocyte_astrocyte"
"CELL1170_N1_3T26-2-210413","Glu_6_CA_CA2"
"CELL805_N1_3T26-2-210413","Glu_11_CA_THEMIS"
"CELL1326_N1_3T26-2-210413","Glu_9_CA_AADAT"
"CELL1341_N1_3T26-2-210413","Glu_2_Dg_AKAP13"
"CELL2116_N1_3T26-2-210413","GABA_5_Vip_FAT3"
"CELL2060_N1_3T26-2-210413","GABA_0_Sst_TRHDE"
"CELL1821_N1_3T26-2-210413","GABA_1_Lamp5_NWD2"
"CELL1894_N1_3T26-2-210413","Glu_0_Dg_PCDH15"
"CELL1132_N1_3T26-2-210413","Glu_19_CA_HHIP"
"CELL1366_N1_3T26-2-210413","GABA_4_Cck_CLMP"
"CELL916_N1_3T26-2-210413","Glu_19_CA_HHIP"
"CELL640_N1_3T26-2-210413","Glu_6_CA_CA2"
"CELL2012_N1_3T26-2-210413","GABA_0_Sst_TRHDE"
"CELL1347_N1_3T26-2-210413","Glu_1_Dg_PPP3CA"
"CELL1538_N1_3T26-2-210413","Glu_18_CA_NPNT"
"CELL2066_N1_3T26-2-210413","astrocyte_7_astrocyte_astrocyte"
"CELL1255_N1_3T26-2-210413","Glu_1_Dg_PPP3CA"
"CELL792_N1_3T26-2-210413","Glu_1_Dg_PPP3CA"
"CELL649_N1_3T26-2-210413","Glu_18_CA_NPNT"
"CELL1607_N1_3T26-2-210413","Glu_4_CA_GRIA4"
"CELL1464_N1_3T26-2-210413","astrocyte_7_astrocyte_astrocyte"
"CELL783_N1_3T26-2-210413","Glu_1_Dg_PPP3CA"
"CELL1656_N1_3T26-2-210413","GABA_7_Sst_NPY"
"CELL2095_N1_3T26-2-210413","astrocyte_7_astrocyte_astrocyte"
"CELL1554_N1_3T26-2-210413","GABA_0_Sst_TRHDE"
"CELL1006_N1_3T26-2-210413","GABA_5_Vip_FAT3"
"CELL1982_N1_3T26-2-210413","Glu_2_Dg_AKAP13"
"CELL1296_N1_3T26-2-210413","Glu_15_CA_ABI3BP"
"CELL1055_N1_3T26-2-210413","Glu_5_CA_SEMA6D"
"CELL2162_N1_3T26-2-210413","astrocyte_7_astrocyte_astrocyte"
"CELL1937_N1_3T26-2-210413","GABA_12_Cck_HCRTR2"
"CELL1419_N1_3T26-2-210413","GABA_11_Pvalb_TRDN"
"CELL6_N2_3T26-2-210413","Glu_18_CA_NPNT"
"CELL1182_N1_3T26-2-210413","Glu_13_CA_NDST4"
"CELL1994_N1_3T26-2-210413","Glu_6_CA_CA2"
"CELL1703_N1_3T26-2-210413","astrocyte_7_astrocyte_astrocyte"
"CELL847_N1_3T26-2-210413","Glu_0_Dg_PCDH15"
"CELL1091_N1_3T26-2-210413","Glu_11_CA_THEMIS"
"CELL1120_N1_3T26-2-210413","Glu_13_CA_NDST4"
"CELL1428_N1_3T26-2-210413","Glu_8_CA_PDE1C"
"CELL815_N1_3T26-2-210413","Glu_4_CA_GRIA4"
"CELL1888_N1_3T26-2-210413","Glu_4_CA_GRIA4"
"CELL1727_N1_3T26-2-210413","astrocyte_7_astrocyte_astrocyte"
"CELL2054_N1_3T26-2-210413","GABA_1_Lamp5_NWD2"
"CELL1909_N1_3T26-2-210413","Glu_11_CA_THEMIS"
"CELL1048_N1_3T26-2-210413","Glu_1_Dg_PPP3CA"
"CELL1974_N1_3T26-2-210413","Glu_1_Dg_PPP3CA"
"CELL581_N1_3T26-2-210413","Glu_10_CA_ALK"
"CELL462_N1_3T26-2-210413","Glu_2_Dg_AKAP13"
"CELL1189_N1_3T26-2-210413","Glu_11_CA_THEMIS"
"CELL485_N1_3T26-2-210413","Glu_4_CA_GRIA4"
"CELL987_N1_3T26-2-210413","Glu_1_Dg_PPP3CA"
"CELL1719_N1_3T26-2-210413","Glu_8_CA_PDE1C"
"CELL1655_N1_3T26-2-210413","Glu_2_Dg_AKAP13"
"CELL239_N2_3T26-2-210413","Glu_2_Dg_AKAP13"
"CELL633_N1_3T26-2-210413","Glu_1_Dg_PPP3CA"
"CELL856_N1_3T26-2-210413","Glu_2_Dg_AKAP13"
"CELL1057_N1_3T26-2-210413","Glu_1_Dg_PPP3CA"
"CELL2022_N1_3T26-2-210413","Glu_10_CA_ALK"
"CELL752_N1_3T26-2-210413","GABA_2_Pvalb_PLCL1"
"CELL830_N1_3T26-2-210413","Glu_4_CA_GRIA4"
"CELL1996_N1_3T26-2-210413","GABA_3_Pvalb_PDGFC"
"CELL1028_N1_3T26-2-210413","Glu_4_CA_GRIA4"
"CELL507_N1_3T26-2-210413","Glu_13_CA_NDST4"
"CELL456_N1_3T26-2-210413","Glu_6_CA_CA2"
"CELL860_N1_3T26-2-210413","Glu_11_CA_THEMIS"
"CELL929_N1_3T26-2-210413","Glu_4_CA_GRIA4"
"CELL1986_N1_3T26-2-210413","Glu_1_Dg_PPP3CA"
"CELL1592_N1_3T26-2-210413","GABA_0_Sst_TRHDE"
"CELL1629_N1_3T26-2-210413","Glu_1_Dg_PPP3CA"
"CELL1236_N1_3T26-2-210413","Glu_5_CA_SEMA6D"
"CELL1245_N1_3T26-2-210413","Glu_18_CA_NPNT"
"CELL2131_N1_3T26-2-210413","Glu_7_CA_PRKCG"
"CELL1483_N1_3T26-2-210413","Glu_4_CA_GRIA4"
"CELL1069_N1_3T26-2-210413","Glu_2_Dg_AKAP13"
"CELL697_N1_3T26-2-210413","Glu_8_CA_PDE1C"
"CELL107_N2_3T26-2-210413","Glu_2_Dg_AKAP13"
"CELL627_N1_3T26-2-210413","Glu_18_CA_NPNT"
"CELL1572_N1_3T26-2-210413","GABA_8_Lamp5_NMBR"
"CELL1513_N1_3T26-2-210413","Glu_11_CA_THEMIS"
"CELL1885_N1_3T26-2-210413","Glu_2_Dg_AKAP13"
"CELL1470_N1_3T26-2-210413","Glu_9_CA_AADAT"
"CELL1293_N1_3T26-2-210413","Glu_1_Dg_PPP3CA"
"CELL925_N1_3T26-2-210413","GABA_12_Cck_HCRTR2"
"CELL1310_N1_3T26-2-210413","Glu_4_CA_GRIA4"
"CELL2082_N1_3T26-2-210413","Glu_8_CA_PDE1C"
"CELL1212_N1_3T26-2-210413","Glu_16_CA_TRPC3"
"CELL953_N1_3T26-2-210413","Glu_9_CA_AADAT"
"CELL1421_N1_3T26-2-210413","Glu_4_CA_GRIA4"
